iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita
NLD,Europe,Netherlands,2020/11/28,514387,4468,4875.857,9351,59,65.143,29953.077,260.174,283.924,544.515,3.436,3.793,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/11/29,519972,5585,4902.429,9374,23,65.429,30278.295,325.218,285.471,545.854,1.339,3.81,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/11/30,524544,4572,4816.286,9401,27,61.571,30544.525,266.23,280.455,547.426,1.572,3.585,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/1,528592,4048,4832.571,9463,62,57.571,30780.243,235.718,281.404,551.036,3.61,3.352,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/2,533516,4924,4832.429,9529,66,56.429,31066.97,286.728,281.395,554.88,3.843,3.286,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/3,539155,5639,4998.714,9590,61,54.429,31395.333,328.362,291.078,558.432,3.552,3.169,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/4,545044,5889,5017.857,9649,59,51,31738.253,342.92,292.193,561.867,3.436,2.97,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/5,551584,6540,5313.857,9688,39,48.143,32119.081,380.828,309.429,564.138,2.271,2.803,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/6,558363,6779,5484.429,9713,25,48.429,32513.827,394.745,319.362,565.594,1.456,2.82,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/7,565446,7083,5843.143,9730,17,47,32926.274,412.448,340.25,566.584,0.99,2.737,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/8,571598,6152,6143.714,9801,71,48.286,33284.509,358.235,357.752,570.718,4.134,2.812,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/9,578150,6552,6376.286,9867,66,48.286,33666.036,381.527,371.295,574.562,3.843,2.812,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/10,586886,8736,6818.714,9928,61,48.286,34174.739,508.703,397.058,578.114,3.552,2.812,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/11,595748,8862,7243.429,9992,64,49,34690.778,516.04,421.789,581.84,3.727,2.853,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/12,604835,9087,7607.286,10045,53,51,35219.92,529.142,442.977,584.927,3.086,2.97,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/13,614719,9884,8050.857,10074,29,51.571,35795.472,575.551,468.806,586.615,1.689,3.003,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/14,623193,8474,8249.571,10108,34,54,36288.918,493.446,480.378,588.595,1.98,3.144,,,,56.48,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/15,629846,6653,8321.143,10194,86,56.143,36676.326,387.408,484.545,593.603,5.008,3.269,,,,71.3,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/16,641022,11176,8981.714,10272,78,57.857,37327.112,650.785,523.011,598.145,4.542,3.369,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/17,653819,12797,9561.857,10347,75,59.857,38072.289,745.177,556.793,602.512,4.367,3.486,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/18,665771,11952,10003.286,10431,84,62.714,38768.262,695.972,582.498,607.404,4.891,3.652,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/19,677996,12225,10451.571,10485,54,62.857,39480.131,711.869,608.602,610.548,3.144,3.66,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/20,691033,13037,10902,10517,32,63.286,40239.284,759.153,634.83,612.411,1.863,3.685,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/21,702211,11178,11288.286,10545,28,62.429,40890.186,650.902,657.324,614.042,1.63,3.635,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/22,712045,9834,11742.714,10659,114,66.429,41462.826,572.64,683.786,620.68,6.638,3.868,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/23,722441,10396,11631.286,10763,104,70.143,42068.191,605.366,677.297,626.736,6.056,4.084,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/24,733955,11514,11448,10852,89,72.143,42738.659,670.467,666.624,631.919,5.183,4.201,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/25,745450,11495,11382.714,10950,98,74.143,43408.02,669.361,662.823,637.625,5.707,4.317,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/26,755298,9848,11043.143,10996,46,73,43981.475,573.455,643.049,640.304,2.679,4.251,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/27,764378,9080,10477.857,11024,28,72.429,44510.209,528.734,610.132,641.934,1.63,4.218,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/28,771811,7433,9942.857,11069,45,74.857,44943.037,432.828,578.979,644.555,2.62,4.359,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/29,779325,7514,9611.429,11239,170,82.857,45380.582,437.545,559.679,654.454,9.899,4.825,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/30,788734,9409,9470.429,11351,112,84,45928.474,547.892,551.469,660.976,6.522,4.891,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2020/12/31,798437,9703,9211.714,11459,108,86.714,46493.486,565.012,536.404,667.265,6.289,5.049,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/1,806622,8185,8738.857,11556,97,86.571,46970.103,476.618,508.869,672.913,5.648,5.041,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/2,815227,8605,8561.286,11592,36,85.143,47471.178,501.075,498.529,675.009,2.096,4.958,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/3,822625,7398,8321,11639,47,87.857,47901.968,430.79,484.537,677.746,2.737,5.116,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/4,829191,6566,8197.143,11702,63,90.429,48284.31,382.342,477.325,681.415,3.669,5.266,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/5,835568,6377,8034.714,11853,151,87.714,48655.647,371.337,467.866,690.208,8.793,5.108,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/6,842675,7107,7705.857,12026,173,96.429,49069.492,413.845,448.717,700.281,10.074,5.615,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/7,852321,9646,7697.714,12111,85,93.143,49631.185,561.693,448.243,705.231,4.95,5.424,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/8,860468,8147,7692.286,12198,87,91.714,50105.59,474.405,447.927,710.297,5.066,5.341,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/9,867789,7321,7508.857,12334,136,106,50531.896,426.306,437.245,718.217,7.919,6.172,33759,33759,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/10,874402,6613,7396.714,12388,54,107,50916.975,385.079,430.715,721.361,3.144,6.231,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/11,879838,5436,7235.286,12438,50,105.143,51233.517,316.542,421.315,724.273,2.912,6.123,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/12,884724,4886,7022.286,12590,152,105.286,51518.032,284.515,408.912,733.124,8.851,6.131,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/13,890828,6104,6879,12712,122,98,51873.471,355.44,400.568,740.228,7.104,5.707,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/14,897316,6488,6427.857,12801,89,98.571,52251.272,377.8,374.298,745.41,5.183,5.74,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/15,903337,6021,6124.143,12895,94,99.571,52601.878,350.607,356.613,750.884,5.474,5.798,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/16,908597,5260,5829.714,12992,97,94,52908.171,306.293,339.468,756.532,5.648,5.474,76962,76962,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/17,914210,5613,5686.857,13033,41,92.143,53235.02,326.848,331.149,758.92,2.387,5.366,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/18,918977,4767,5591.286,13083,50,92.143,53512.605,277.585,325.584,761.831,2.912,5.366,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/19,923257,4280,5504.714,13189,106,85.571,53761.832,249.227,320.543,768.004,6.172,4.983,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/20,928813,5556,5426.429,13275,86,80.429,54085.362,323.529,315.984,773.012,5.008,4.683,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/21,934592,5779,5325.143,13364,89,80.429,54421.876,336.515,310.086,778.194,5.183,4.683,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/22,940352,5760,5287.857,13449,85,79.143,54757.285,335.408,307.915,783.144,4.95,4.609,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/23,945766,5414,5309.857,13537,88,77.857,55072.545,315.261,309.196,788.268,5.124,4.534,166316,166316,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/24,950686,4920,5210.857,13567,30,76.286,55359.04,286.495,303.431,790.015,1.747,4.442,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/25,954708,4022,5104.429,13606,39,74.714,55593.244,234.204,297.234,792.286,2.271,4.351,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/26,958634,3926,5053.857,13692,86,71.857,55821.857,228.613,294.289,797.294,5.008,4.184,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/27,963400,4766,4941,13760,68,69.286,56099.384,277.527,287.718,801.253,3.96,4.035,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/28,968074,4674,4783.143,13843,83,68.429,56371.554,272.17,278.525,806.087,4.833,3.985,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/29,972449,4375,4585.286,13899,56,64.286,56626.313,254.759,267.004,809.347,3.261,3.743,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/30,976628,4179,4408.857,13986,87,64.143,56869.659,243.346,256.731,814.414,5.066,3.735,351300,348870,2430,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/1/31,980328,3700,4234.571,14025,39,65.429,57085.112,215.453,246.582,816.685,2.271,3.81,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/1,983533,3205,4117.857,14052,27,63.714,57271.741,186.629,239.785,818.257,1.572,3.71,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/2,987109,3576,4067.857,14135,83,63.286,57479.974,208.233,236.874,823.09,4.833,3.685,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/3,991136,4027,3962.286,14196,61,62.286,57714.469,234.495,230.726,826.642,3.552,3.627,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/4,995341,4205,3895.286,14261,65,59.714,57959.329,244.86,226.825,830.427,3.785,3.477,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/5,999672,4331,3889,14321,60,60.286,58211.526,252.197,226.459,833.921,3.494,3.51,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/6,1003754,4082,3875.143,14382,61,56.571,58449.223,237.697,225.652,837.473,3.552,3.294,571228,544790,26438,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/7,1007688,3934,3908.571,14430,48,57.857,58678.302,229.079,227.599,840.268,2.795,3.369,,,,82.41,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/8,1009919,2231,3769.429,14455,25,57.571,58808.215,129.913,219.496,841.724,1.456,3.352,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/9,1011677,1758,3509.714,14538,83,57.571,58910.584,102.369,204.373,846.557,4.833,3.352,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/10,1014880,3203,3392,14617,79,60.143,59097.097,186.513,197.518,851.157,4.6,3.502,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/11,1019287,4407,3420.857,14689,72,61.143,59353.719,256.622,199.199,855.35,4.193,3.56,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/12,1023634,4347,3423.143,14754,65,61.857,59606.848,253.129,199.332,859.135,3.785,3.602,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/13,1027831,4197,3439.571,14820,66,62.571,59851.242,244.394,200.288,862.978,3.843,3.644,788063,690511,97552,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/14,1031282,3451,3370.571,14843,23,59,60052.196,200.954,196.27,864.317,1.339,3.436,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/15,1034095,2813,3453.714,14870,27,59.286,60215.998,163.803,201.112,865.889,1.572,3.452,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/16,1036808,2713,3590.143,14956,86,59.714,60373.978,157.98,209.056,870.897,5.008,3.477,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/17,1040177,3369,3613.857,15044,88,61,60570.157,196.179,210.437,876.022,5.124,3.552,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/18,1044701,4524,3630.571,15116,72,61,60833.592,263.435,211.41,880.214,4.193,3.552,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/19,1049433,4732,3685.571,15165,49,58.714,61109.14,275.547,214.613,883.067,2.853,3.419,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/20,1053998,4565,3738.143,15227,62,58.143,61374.962,265.823,217.674,886.678,3.61,3.386,1037870,873656,164214,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/21,1058672,4674,3912.857,15244,17,57.286,61647.132,272.17,227.848,887.668,0.99,3.336,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/22,1062843,4171,4106.857,15276,32,58,61890.012,242.88,239.145,889.531,1.863,3.377,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/23,1066645,3802,4262.429,15370,94,59.143,62111.405,221.393,248.204,895.005,5.474,3.444,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/24,1071010,4365,4404.714,15433,63,55.571,62365.582,254.177,256.489,898.673,3.669,3.236,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/25,1076022,5012,4474.429,15465,32,49.857,62657.434,291.852,260.549,900.537,1.863,2.903,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/26,1081137,5115,4529.143,15530,65,52.143,62955.283,297.85,263.735,904.322,3.785,3.036,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/27,1086076,4939,4582.571,15570,40,49,63242.884,287.601,266.846,906.651,2.329,2.853,1382492,1105097,277395,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/2/28,1090747,4671,4582.143,15590,20,49.429,63514.88,271.995,266.821,907.815,1.165,2.878,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/1,1094512,3765,4524.143,15611,21,47.857,63734.118,219.238,263.444,909.038,1.223,2.787,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/2,1098494,3982,4549.857,15676,65,43.714,63965.992,231.874,264.941,912.823,3.785,2.546,,,,78.7,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/3,1103495,5001,4640.714,15724,48,41.571,64257.204,291.211,270.232,915.618,2.795,2.421,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/4,1107610,4115,4512.571,15757,33,41.714,64496.823,239.619,262.77,917.54,1.922,2.429,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/5,1112280,4670,4449,15789,32,37,64768.76,271.937,259.068,919.403,1.863,2.155,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/6,1117619,5339,4506.143,15830,41,37.143,65079.653,310.893,262.396,921.791,2.387,2.163,1676578,1314743,361835,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/7,1122145,4526,4485.429,15860,30,38.571,65343.205,263.552,261.189,923.538,1.747,2.246,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/8,1125983,3838,4495.857,15888,28,39.571,65566.694,223.489,261.797,925.168,1.63,2.304,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/9,1130278,4295,4540.571,15944,56,38.286,65816.795,250.101,264.4,928.429,3.261,2.229,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/10,1135551,5273,4579.429,15975,31,35.857,66123.845,307.05,266.663,930.234,1.805,2.088,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/11,1140874,5323,4752,16025,50,38.286,66433.806,309.962,276.712,933.146,2.912,2.229,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/12,1146904,6030,4946.286,16051,26,37.429,66784.937,351.131,288.025,934.66,1.514,2.179,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/13,1153300,6396,5097.286,16073,22,34.714,67157.38,372.443,296.818,935.941,1.281,2.021,1961788,1512218,449570,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/14,1159274,5974,5304.143,16096,23,33.714,67505.25,347.87,308.864,937.28,1.339,1.963,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/15,1164746,5472,5537.571,16114,18,32.286,67823.888,318.638,322.456,938.328,1.048,1.88,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/16,1169651,4905,5624.714,16146,32,28.857,68109.509,285.621,327.531,940.192,1.863,1.68,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/17,1175580,5929,5718.429,16192,46,31,68454.758,345.249,332.988,942.87,2.679,1.805,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/18,1181705,6125,5833,16225,33,28.571,68811.421,356.663,339.659,944.792,1.922,1.664,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/19,1189086,7381,6026,16271,46,31.429,69241.221,429.8,350.898,947.471,2.679,1.83,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/20,1196681,7595,6197.286,16287,16,30.571,69683.483,442.262,360.872,948.402,0.932,1.78,2176228,1599096,577132,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/21,1203646,6965,6338.857,16302,15,29.429,70089.059,405.576,369.116,949.276,0.873,1.714,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/22,1209910,6264,6452,16317,15,29,70453.816,364.757,375.704,950.149,0.873,1.689,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/23,1215474,5564,6546.143,16366,49,31.429,70777.811,323.995,381.186,953.002,2.853,1.83,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/24,1223059,7585,6782.714,16398,32,29.429,71219.49,441.679,394.962,954.866,1.863,1.714,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/25,1230765,7706,7008.571,16424,26,28.429,71668.215,448.725,408.113,956.38,1.514,1.655,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/26,1238327,7562,7034.429,16448,24,25.286,72108.555,440.34,409.619,957.777,1.398,1.472,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/27,1247137,8810,7208,16477,29,27.143,72621.567,513.012,419.726,959.466,1.689,1.581,2474247,1798504,675743,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/28,1254567,7430,7274.429,16492,15,27.143,73054.221,432.654,423.595,960.339,0.873,1.581,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/29,1261289,6722,7339.857,16502,10,26.429,73445.647,391.426,427.404,960.922,0.582,1.539,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/30,1267117,5828,7377.571,16536,34,24.286,73785.015,339.368,429.601,962.902,1.98,1.414,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/3/31,1274763,7646,7386.286,16565,29,23.857,74230.246,445.231,430.108,964.59,1.689,1.389,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/1,1282594,7831,7404.143,16586,21,23.143,74686.25,456.004,431.148,965.813,1.223,1.348,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/2,1289847,7253,7360,16602,16,22,75108.597,422.347,428.577,966.745,0.932,1.281,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/3,1297475,7628,7191.143,16633,31,22.286,75552.78,444.183,418.745,968.55,1.805,1.298,2925232,2139946,785286,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/4,1304297,6822,7104.286,16649,16,22.429,75950.03,397.249,413.687,969.482,0.932,1.306,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/5,1309617,5320,6904,16656,7,22,76259.817,309.787,402.024,969.889,0.408,1.281,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/6,1315171,5554,6864.857,16676,20,20,76583.23,323.413,399.745,971.054,1.165,1.165,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/7,1321527,6356,6680.571,16699,23,19.143,76953.343,370.114,389.014,972.393,1.339,1.115,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/8,1329310,7783,6673.714,16718,19,18.857,77406.552,453.209,388.615,973.5,1.106,1.098,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/9,1336953,7643,6729.429,16758,40,22.286,77851.609,445.057,391.859,975.829,2.329,1.298,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/10,1344632,7679,6736.714,16781,23,21.143,78298.762,447.153,392.283,977.168,1.339,1.231,3568311,2654028,914283,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/11,1352850,8218,6936.143,16798,17,21.286,78777.301,478.539,403.896,978.158,0.99,1.239,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/12,1359525,6675,7129.714,16818,20,23.143,79165.991,388.689,415.168,979.323,1.165,1.348,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/13,1366213,6688,7291.714,16849,31,24.714,79555.437,389.446,424.601,981.128,1.805,1.439,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/14,1371607,5394,7154.286,16875,26,25.143,79869.533,314.096,416.599,982.642,1.514,1.464,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/15,1380344,8737,7290.571,16888,13,24.286,80378.294,508.761,424.535,983.399,0.757,1.414,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
NLD,Europe,Netherlands,2021/4/16,1389245,8901,7470.286,16900,12,20.286,80896.605,518.311,434.999,984.098,0.699,1.181,,,,75,17173094,508.544,43.2,18.779,11.881,48472.545
