iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita
ISR,Asia,Israel,2020/2/20,,,,,,,,,,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/21,1,1,,,,,0.108,0.108,,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/22,1,0,,,,,0.108,0,,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/23,1,0,,,,,0.108,0,,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/24,1,0,,,,,0.108,0,,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/25,1,0,,,,,0.108,0,,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/26,2,1,0.286,,,,0.215,0.108,0.031,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/27,3,1,0.429,,,,0.323,0.108,0.046,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/28,6,3,0.714,,,,0.646,0.323,0.077,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/2/29,6,0,0.714,,,,0.646,0,0.077,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/1,7,1,0.857,,,,0.753,0.108,0.092,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/2,12,5,1.571,,,,1.292,0.538,0.169,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/3,15,3,2,,,,1.614,0.323,0.215,,,,,,,19.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/4,15,0,1.857,,,,1.614,0,0.2,,,,,,,33.33,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/5,21,6,2.571,,,,2.26,0.646,0.277,,,,,,,33.33,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/6,37,16,4.429,,,,3.982,1.722,0.477,,,,,,,33.33,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/7,47,10,5.857,,,,5.059,1.076,0.63,,,,,,,33.33,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/8,56,9,7,,,,6.027,0.969,0.753,,,,,,,33.33,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/9,60,4,6.857,,,,6.458,0.431,0.738,,,,,,,33.33,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/10,88,28,10.429,,,,9.472,3.014,1.122,,,,,,,33.33,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/11,60,-28,6.429,,,,6.458,-3.014,0.692,,,,,,,33.33,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/12,81,21,8.571,,,,8.718,2.26,0.923,,,,,,,41.67,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/13,112,31,10.714,,,,12.055,3.337,1.153,,,,,,,52.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/14,138,26,13,,,,14.853,2.798,1.399,,,,,,,52.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/15,177,39,17.286,,,,19.051,4.198,1.86,,,,,,,62.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/16,251,74,27.286,,,,27.015,7.965,2.937,,,,,,,68.52,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/17,295,44,29.571,,,,31.751,4.736,3.183,,,,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/18,371,76,44.429,,,,39.931,8.18,4.782,,,,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/19,386,15,43.571,,,,41.546,1.614,4.69,,,,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/20,628,242,73.714,1,1,0.143,67.592,26.047,7.934,0.108,0.108,0.015,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/21,843,215,100.714,1,0,0.143,90.733,23.141,10.84,0.108,0,0.015,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/22,1080,237,129,1,0,0.143,116.242,25.509,13.884,0.108,0,0.015,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/23,1249,169,142.571,1,0,0.143,134.431,18.19,15.345,0.108,0,0.015,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/24,1351,102,150.857,4,3,0.571,145.41,10.978,16.237,0.431,0.323,0.062,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/25,2468,1117,299.571,5,1,0.714,265.633,120.224,32.243,0.538,0.108,0.077,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/26,2988,520,371.714,10,5,1.429,321.602,55.968,40.008,1.076,0.538,0.154,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/27,3421,433,399,12,2,1.571,368.206,46.604,42.945,1.292,0.215,0.169,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/28,3901,480,436.857,13,1,1.714,419.869,51.663,47.019,1.399,0.108,0.185,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/29,4433,532,479,16,3,2.143,477.128,57.26,51.555,1.722,0.323,0.231,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/30,4979,546,532.857,17,1,2.286,535.895,58.767,57.352,1.83,0.108,0.246,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/3/31,5717,738,623.714,21,4,2.429,615.327,79.432,67.131,2.26,0.431,0.261,,,,81.48,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/1,6413,696,563.571,29,8,3.429,690.238,74.911,60.658,3.121,0.861,0.369,,,,85.19,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/2,7132,719,592,38,9,4,767.625,77.387,63.718,4.09,0.969,0.431,,,,85.19,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/3,7729,597,615.429,43,5,4.429,831.88,64.256,66.239,4.628,0.538,0.477,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/4,8157,428,608,49,6,5.143,877.946,46.066,65.44,5.274,0.646,0.554,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/5,8740,583,615.286,56,7,5.714,940.695,62.749,66.224,6.027,0.753,0.615,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/6,9191,451,601.714,64,8,6.714,989.237,48.542,64.763,6.888,0.861,0.723,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/7,9568,377,550.143,72,8,7.286,1029.814,40.577,59.212,7.749,0.861,0.784,,,,90.74,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/8,9906,338,499,80,8,7.286,1066.193,36.379,53.708,8.61,0.861,0.784,,,,94.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/9,10249,343,445.286,89,9,7.286,1103.111,36.917,47.927,9.579,0.969,0.784,,,,94.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/10,10607,358,411.143,97,8,7.714,1141.642,38.532,44.252,10.44,0.861,0.83,,,,94.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/11,10952,345,399.286,103,6,7.714,1178.775,37.133,42.976,11.086,0.646,0.83,,,,91.67,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/12,11504,552,394.857,109,6,7.571,1238.187,59.412,42.499,11.732,0.646,0.815,,,,91.67,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/13,11942,438,393,118,9,7.714,1285.33,47.142,42.299,12.7,0.969,0.83,,,,91.67,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/14,12341,399,396.143,126,8,7.714,1328.275,42.945,42.637,13.562,0.861,0.83,,,,94.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/15,12652,311,392.286,139,13,8.429,1361.748,33.473,42.222,14.961,1.399,0.907,,,,94.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/16,12948,296,385.571,146,7,8.143,1393.607,31.859,41.499,15.714,0.753,0.876,,,,94.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/17,13246,298,377,155,9,8.286,1425.681,32.074,40.577,16.683,0.969,0.892,,,,91.67,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/18,13537,291,369.286,166,11,9,1457.001,31.321,39.747,17.867,1.184,0.969,,,,91.67,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/19,13813,276,329.857,174,8,9.286,1486.708,29.706,35.503,18.728,0.861,0.999,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/20,14112,299,310,180,6,8.857,1518.889,32.182,33.366,19.374,0.646,0.953,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/21,14394,282,293.286,189,9,9,1549.241,30.352,31.567,20.342,0.969,0.969,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/22,14619,225,281,192,3,7.571,1573.458,24.217,30.244,20.665,0.323,0.815,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/23,14895,276,278.143,196,4,7.143,1603.164,29.706,29.937,21.096,0.431,0.769,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/24,15143,248,271,199,3,6.286,1629.857,26.692,29.168,21.419,0.323,0.677,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/25,15302,159,252.143,202,3,5.143,1646.97,17.113,27.138,21.741,0.323,0.554,,,,87.96,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/26,15385,83,224.571,204,2,4.286,1655.904,8.933,24.171,21.957,0.215,0.461,,,,84.26,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/27,15513,128,200.143,208,4,4,1669.68,13.777,21.542,22.387,0.431,0.431,,,,84.26,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/28,15672,159,182.571,213,5,3.429,1686.794,17.113,19.65,22.925,0.538,0.369,,,,87.04,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/29,15754,82,162.143,219,6,3.857,1695.619,8.826,17.452,23.571,0.646,0.415,,,,87.04,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/4/30,15896,142,143,225,6,4.143,1710.903,15.284,15.391,24.217,0.646,0.446,,,,84.26,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/1,16012,116,124.143,229,4,4.286,1723.388,12.485,13.362,24.648,0.431,0.461,,,,84.26,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/2,16069,57,109.571,232,3,4.286,1729.523,6.135,11.793,24.97,0.323,0.461,,,,84.26,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/3,16096,27,101.571,235,3,4.429,1732.429,2.906,10.932,25.293,0.323,0.477,,,,80.56,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/4,16149,53,90.857,238,3,4.286,1738.134,5.704,9.779,25.616,0.323,0.461,,,,80.56,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/5,16181,32,72.714,240,2,3.857,1741.578,3.444,7.826,25.831,0.215,0.415,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/6,16246,65,70.286,241,1,3.143,1748.574,6.996,7.565,25.939,0.108,0.338,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/7,16307,61,58.714,242,1,2.429,1755.139,6.565,6.319,26.047,0.108,0.261,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/8,16340,33,46.857,248,6,2.714,1758.691,3.552,5.043,26.692,0.646,0.292,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/9,16359,19,41.429,251,3,2.714,1760.736,2.045,4.459,27.015,0.323,0.292,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/10,16388,29,41.714,255,4,2.857,1763.857,3.121,4.49,27.446,0.431,0.308,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/11,16427,39,39.714,260,5,3.143,1768.055,4.198,4.274,27.984,0.538,0.338,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/12,16450,23,38.429,263,3,3.286,1770.531,2.476,4.136,28.307,0.323,0.354,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/13,16489,39,34.714,266,3,3.571,1774.728,4.198,3.736,28.63,0.323,0.384,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/14,16511,22,29.143,268,2,3.714,1777.096,2.368,3.137,28.845,0.215,0.4,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/15,16523,12,26.143,268,0,2.857,1778.388,1.292,2.814,28.845,0,0.308,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/16,16528,5,24.143,271,3,2.857,1778.926,0.538,2.599,29.168,0.323,0.308,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/17,16543,15,22.143,275,4,2.857,1780.54,1.614,2.383,29.599,0.431,0.308,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/18,16570,27,20.429,278,3,2.571,1783.446,2.906,2.199,29.921,0.323,0.277,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/19,16592,22,20.286,280,2,2.429,1785.814,2.368,2.183,30.137,0.215,0.261,,,,77.78,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/20,16607,15,16.857,281,1,2.143,1787.429,1.614,1.814,30.244,0.108,0.231,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/21,16624,17,16.143,281,0,1.857,1789.258,1.83,1.737,30.244,0,0.2,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/22,16643,19,17.143,281,0,1.857,1791.303,2.045,1.845,30.244,0,0.2,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/23,16648,5,17.143,281,0,1.429,1791.842,0.538,1.845,30.244,0,0.154,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/24,16661,13,16.857,282,1,1,1793.241,1.399,1.814,30.352,0.108,0.108,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/25,16683,22,16.143,284,2,0.857,1795.609,2.368,1.737,30.567,0.215,0.092,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/26,16733,50,20.143,284,0,0.571,1800.99,5.382,2.168,30.567,0,0.062,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/27,16773,40,23.714,286,2,0.714,1805.295,4.305,2.552,30.782,0.215,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/28,16850,77,32.286,287,1,0.857,1813.583,8.288,3.475,30.89,0.108,0.092,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/29,16963,113,45.714,287,0,0.857,1825.745,12.162,4.92,30.89,0,0.092,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/30,16992,29,49.143,287,0,0.857,1828.867,3.121,5.289,30.89,0,0.092,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/5/31,17079,87,59.714,287,0,0.714,1838.231,9.364,6.427,30.89,0,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/1,17179,100,70.857,290,3,0.857,1848.994,10.763,7.626,31.213,0.323,0.092,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/2,17300,121,81,292,2,1.143,1862.017,13.023,8.718,31.428,0.215,0.123,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/3,17397,97,89.143,293,1,1,1872.457,10.44,9.595,31.536,0.108,0.108,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/4,17539,142,98.429,293,0,0.857,1887.741,15.284,10.594,31.536,0,0.092,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/5,17666,127,100.429,294,1,1,1901.41,13.669,10.809,31.644,0.108,0.108,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/6,17744,78,107.429,298,4,1.571,1909.805,8.395,11.563,32.074,0.431,0.169,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/7,17884,140,115,300,2,1.857,1924.874,15.068,12.378,32.289,0.215,0.2,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/8,18063,179,126.286,300,0,1.429,1944.139,19.266,13.592,32.289,0,0.154,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/9,18236,173,133.714,301,1,1.286,1962.76,18.62,14.392,32.397,0.108,0.138,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/10,18476,240,154.143,302,1,1.286,1988.591,25.831,16.591,32.505,0.108,0.138,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/11,18667,191,161.143,302,0,1.286,2009.149,20.558,17.344,32.505,0,0.138,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/12,18851,184,169.286,302,0,1.143,2028.953,19.804,18.22,32.505,0,0.123,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/13,19000,149,179.429,303,1,0.714,2044.99,16.037,19.312,32.612,0.108,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/14,19136,136,178.857,305,2,0.714,2059.628,14.638,19.251,32.827,0.215,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/15,19334,198,181.571,305,0,0.714,2080.939,21.311,19.543,32.827,0,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/16,19634,300,199.714,306,1,0.714,2113.228,32.289,21.495,32.935,0.108,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/17,19905,271,204.143,306,0,0.571,2142.396,29.168,21.972,32.935,0,0.062,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/18,20207,302,220,306,0,0.571,2174.9,32.505,23.679,32.935,0,0.062,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/19,20517,310,238,307,1,0.714,2208.266,33.366,25.616,33.043,0.108,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/20,20676,159,239.429,308,1,0.714,2225.379,17.113,25.77,33.15,0.108,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/21,20849,173,244.714,308,0,0.429,2244,18.62,26.339,33.15,0,0.046,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/22,21194,345,265.714,309,1,0.571,2281.132,37.133,28.599,33.258,0.108,0.062,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/23,21645,451,287.286,311,2,0.714,2329.674,48.542,30.921,33.473,0.215,0.077,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/24,22132,487,318.143,314,3,1.143,2382.09,52.416,34.242,33.796,0.323,0.123,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/25,22648,516,348.714,318,4,1.714,2437.628,55.538,37.532,34.227,0.431,0.185,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/26,23112,464,370.714,321,3,2,2487.569,49.941,39.9,34.55,0.323,0.215,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/27,23510,398,404.857,324,3,2.286,2530.406,42.837,43.575,34.872,0.323,0.246,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/28,23895,385,435.143,326,2,2.571,2571.844,41.438,46.835,35.088,0.215,0.277,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/29,24652,757,494,326,0,2.429,2653.32,81.477,53.17,35.088,0,0.261,,,,75,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/6/30,25438,786,541.857,327,1,2.286,2737.918,84.598,58.321,35.195,0.108,0.246,,,,69.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/1,26410,972,611.143,330,3,2.286,2842.536,104.617,65.778,35.518,0.323,0.246,,,,69.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/2,27556,1146,701.143,331,1,1.857,2965.881,123.345,75.465,35.626,0.108,0.2,,,,69.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/3,28495,939,769,334,3,1.857,3066.947,101.066,82.768,35.949,0.323,0.2,,,,69.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/4,29316,821,829.429,339,5,2.143,3155.312,88.365,89.272,36.487,0.538,0.231,,,,69.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/5,30147,831,893.143,341,2,2.143,3244.753,89.441,96.13,36.702,0.215,0.231,,,,69.44,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/6,31281,1134,947,349,8,3.286,3366.807,122.054,101.927,37.563,0.861,0.354,,,,75.93,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/7,32671,1390,1033.286,354,5,3.857,3516.414,149.607,111.214,38.101,0.538,0.415,,,,75.93,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/8,33998,1327,1084,359,5,4.143,3659.24,142.826,116.672,38.64,0.538,0.446,,,,75.93,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/9,35523,1525,1138.143,364,5,4.714,3823.377,164.137,122.5,39.178,0.538,0.507,,,,75.93,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/10,36932,1409,1205.286,368,4,4.857,3975.03,151.652,129.726,39.608,0.431,0.523,,,,75.93,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/11,38100,1168,1254.857,373,5,4.857,4100.743,125.713,135.062,40.146,0.538,0.523,,,,75.93,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/12,39338,1238,1313,380,7,5.571,4233.99,133.247,141.32,40.9,0.753,0.6,,,,75.93,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/13,41058,1720,1396.714,384,4,5,4419.115,185.125,150.33,41.33,0.431,0.538,,,,68.52,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/14,42662,1604,1427.286,391,7,5.286,4591.755,172.64,153.62,42.084,0.753,0.569,,,,68.52,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/15,44539,1877,1505.857,397,6,5.429,4793.779,202.023,162.077,42.73,0.646,0.584,,,,68.52,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/16,46478,1939,1565,406,9,6,5002.476,208.697,168.443,43.698,0.969,0.646,,,,68.52,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/17,48083,1605,1593,418,12,7.143,5175.223,172.748,171.456,44.99,1.292,0.769,,,,68.52,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/18,49531,1448,1633,426,8,7.571,5331.073,155.85,175.761,45.851,0.861,0.815,,,,54.63,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/19,50547,1016,1601.286,436,10,8,5440.426,109.353,172.348,46.927,1.076,0.861,,,,54.63,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/20,52434,1887,1625.143,448,12,9.143,5643.526,203.1,174.916,48.219,1.292,0.984,,,,54.63,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/21,54440,2006,1682.571,457,9,9.429,5859.434,215.908,181.097,49.187,0.969,1.015,,,,54.63,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/22,56484,2044,1706.429,463,6,9.429,6079.432,219.998,183.665,49.833,0.646,1.015,,,,54.63,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/23,58474,1990,1713.714,479,16,10.429,6293.617,214.186,184.449,51.555,1.722,1.122,,,,54.63,9291000,402.606,30.6,11.733,7.359,33132.32
ISR,Asia,Israel,2020/7/24,60304,1830,1745.857,487,8,9.857,6490.582,196.965,187.908,52.416,0.861,1.061,,,,54.63,9291000,402.606,30.6,11.733,7.359,33132.32
